meshblock_id,census_year_id,residents
20600,1,21
20700,1,69
20800,1,45
20900,1,36
21000,1,45
21100,1,18
21200,1,15
21300,1,30
21400,1,42
21500,1,6
21600,1,0
21700,1,0
21800,1,0
21900,1,39
22000,1,174
22100,1,36
22200,1,18
22300,1,69
22400,1,33
22500,1,168
22600,1,33
22700,1,45
22800,1,108
22900,1,21
23000,1,48
23100,1,168
23200,1,21
23300,1,81
23400,1,90
23500,1,0
23600,1,78
23700,1,90
23800,1,126
23900,1,45
24000,1,111
24100,1,12
24201,1,0
24202,1,0
24300,1,90
24400,1,198
24500,1,54
24600,1,69
24700,1,51
24800,1,0
24900,1,30
25000,1,30
25100,1,66
25200,1,72
25300,1,99
25400,1,45
25500,1,93
25600,1,51
25700,1,39
25800,1,90
25900,1,36
26001,1,51
26002,1,171
26100,1,0
26201,1,33
26202,1,309
26301,1,0
26302,1,51
26303,1,66
26304,1,0
26305,1,3
26400,1,51
26500,1,66
26600,1,36
26700,1,18
26800,1,78
26900,1,84
27000,1,9
27100,1,36
27200,1,0
27300,1,42
27400,1,48
27500,1,45
27600,1,30
27700,1,15
27800,1,54
27900,1,12
28000,1,27
28100,1,51
28201,1,9
28202,1,21
28300,1,108
28400,1,0
28500,1,42
28600,1,33
28700,1,39
28800,1,6
28900,1,54
29000,1,21
29101,1,0
29102,1,0
29200,1,18
29301,1,0
29302,1,27
29400,1,102
29500,1,84
29600,1,39
29700,1,48
29800,1,93
29900,1,15
30000,1,60
30100,1,33
30200,1,39
30300,1,33
30400,1,69
30500,1,45
30600,1,60
30700,1,99
30800,1,42
30900,1,21
31000,1,24
31100,1,21
31200,1,72
31300,1,6
31400,1,36
31500,1,105
31600,1,18
31700,1,36
31800,1,78
31900,1,57
32000,1,3
32100,1,69
32200,1,9
32300,1,126
32400,1,21
32501,1,63
32502,1,0
32600,1,129
32700,1,54
32800,1,21
32900,1,33
33000,1,66
33100,1,129
33200,1,30
33300,1,18
33400,1,54
33500,1,18
33600,1,114
33700,1,159
33800,1,138
33900,1,78
34000,1,33
34101,1,144
34102,1,24
34201,1,84
34202,1,105
34301,1,42
34302,1,3
34400,1,63
34500,1,42
34600,1,57
34700,1,129
34800,1,33
34900,1,57
35000,1,84
35100,1,15
35200,1,120
35300,1,27
35401,1,9
35402,1,33
35501,1,48
35502,1,6
35600,1,45
35700,1,117
35800,1,102
35900,1,126
36000,1,39
36100,1,48
36202,1,3
36203,1,12
36204,1,9
36301,1,12
36302,1,84
36303,1,9
36401,1,36
36402,1,6
36500,1,63
36600,1,6
36700,1,108
36800,1,30
36901,1,12
36902,1,21
37000,1,57
37100,1,3
37202,1,15
37203,1,0
37204,1,0
37205,1,0
37301,1,0
37302,1,3
37401,1,90
37402,1,141
37501,1,33
37502,1,21
37600,1,42
37701,1,21
37702,1,24
37802,1,210
37803,1,54
37804,1,3
37805,1,12
37806,1,0
37807,1,57
37901,1,48
37902,1,0
38001,1,33
38002,1,0
38100,1,54
38200,1,84
38300,1,60
38400,1,45
38500,1,57
38600,1,60
38700,1,108
38800,1,6
38900,1,33
39000,1,99
39100,1,51
39200,1,33
39300,1,42
39400,1,15
39500,1,96
39600,1,75
39701,1,21
39702,1,24
39800,1,54
39900,1,90
40001,1,9
40002,1,21
40100,1,33
40200,1,66
40300,1,30
40400,1,18
40501,1,72
40502,1,0
40601,1,39
40602,1,0
40701,1,132
40702,1,54
40703,1,99
40801,1,111
40802,1,42
40900,1,84
41000,1,51
41100,1,96
41200,1,174
41300,1,186
41401,1,57
41402,1,111
41403,1,99
41500,1,27
41600,1,66
41700,1,135
41800,1,99
41900,1,96
42001,1,108
42002,1,99
42101,1,12
42102,1,69
42103,1,57
42201,1,27
42202,1,258
42300,1,162
42400,1,84
42500,1,84
42600,1,54
42700,1,93
42800,1,3
42900,1,45
43000,1,144
43100,1,117
43200,1,183
43300,1,66
43400,1,24
43500,1,159
43600,1,69
43700,1,15
43800,1,105
43902,1,21
43904,1,105
43905,1,96
43906,1,189
43907,1,102
44003,1,123
44004,1,117
44005,1,138
44006,1,93
44007,1,9
44008,1,51
44101,1,0
44102,1,243
44201,1,63
44202,1,6
44301,1,96
44302,1,0
44402,1,3
44403,1,72
44404,1,189
44405,1,69
44406,1,141
44501,1,195
44503,1,18
44504,1,102
44505,1,75
44506,1,6
44507,1,48
44508,1,39
44602,1,129
44603,1,45
44604,1,9
44605,1,48
44606,1,30
44607,1,6
44608,1,12
44609,1,9
44610,1,15
44611,1,0
44701,1,90
44702,1,147
44703,1,9
44801,1,135
44803,1,48
44804,1,75
44805,1,33
44806,1,39
44807,1,57
44808,1,51
44901,1,60
44902,1,21
45000,1,81
45100,1,42
45200,1,45
45300,1,51
45400,1,36
45500,1,18
45600,1,39
45700,1,18
45800,1,63
45901,1,30
45902,1,39
46001,1,27
46002,1,18
46100,1,30
46200,1,30
46300,1,24
46400,1,72
46500,1,21
46600,1,15
46700,1,57
46801,1,18
46802,1,30
46901,1,12
46902,1,21
47001,1,6
47002,1,33
47100,1,15
47200,1,9
47301,1,60
47302,1,9
47400,1,18
47500,1,30
47601,1,6
47602,1,12
47603,1,54
47701,1,39
47702,1,3
47801,1,24
47802,1,3
47901,1,54
47902,1,0
48001,1,51
48003,1,0
48004,1,24
48101,1,30
48102,1,105
48201,1,0
48203,1,81
48204,1,135
48205,1,6
48301,1,0
48303,1,72
48304,1,54
48403,1,0
48404,1,114
48405,1,0
48406,1,0
48407,1,6
48408,1,138
48409,1,147
48410,1,138
48500,1,54
48601,1,0
48602,1,12
48701,1,0
48702,1,75
48800,1,18
48900,1,39
49000,1,90
49102,1,57
49103,1,0
49104,1,3
49105,1,0
49203,1,0
49204,1,201
49205,1,0
49206,1,108
49302,1,147
49303,1,21
49304,1,54
49305,1,24
49306,1,51
49307,1,48
49401,1,150
49403,1,9
49404,1,0
49405,1,81
49406,1,57
49407,1,60
49501,1,0
49502,1,0
49503,1,0
49504,1,42
49505,1,42
49506,1,24
49507,1,30
49600,1,231
49700,1,255
49801,1,171
49802,1,243
49901,1,63
49903,1,0
49904,1,18
49905,1,45
50001,1,24
50002,1,15
50003,1,60
50004,1,12
50100,1,261
50201,1,12
50202,1,6
50303,1,90
50304,1,165
50305,1,111
50306,1,69
50307,1,45
50308,1,42
50309,1,66
50310,1,63
50311,1,45
50400,1,75
50501,1,15
50502,1,0
50503,1,12
50602,1,0
50603,1,3
50604,1,15
50605,1,48
50701,1,21
50703,1,0
50704,1,0
50705,1,33
50706,1,0
50707,1,0
50708,1,12
50802,1,0
50803,1,48
50804,1,93
50805,1,6
50806,1,12
50901,1,0
50902,1,21
51000,1,3
51101,1,246
51102,1,36
51201,1,87
51202,1,54
51300,1,156
51401,1,105
51402,1,129
51403,1,69
51405,1,0
51406,1,132
51407,1,78
51408,1,120
51409,1,78
51501,1,54
51502,1,30
51504,1,6
51505,1,72
51506,1,18
51507,1,30
51508,1,0
51601,1,72
51602,1,0
51700,1,45
51800,1,33
51900,1,15
52001,1,51
52002,1,33
52100,1,39
52200,1,0
52300,1,99
52400,1,12
52501,1,15
52502,1,24
52600,1,3
52700,1,78
52800,1,66
52902,1,72
52903,1,66
52904,1,63
52905,1,42
52906,1,66
52907,1,54
53001,1,117
53002,1,75
53003,1,66
53004,1,96
53005,1,72
53101,1,78
53102,1,33
53200,1,144
53301,1,78
53303,1,66
53304,1,177
53305,1,138
53403,1,117
53404,1,126
53405,1,78
53406,1,177
53407,1,135
53408,1,42
53502,1,33
53503,1,30
53504,1,39
53505,1,24
53506,1,42
53507,1,0
53508,1,18
53509,1,45
53600,1,0
53700,1,102
53800,1,63
53900,1,147
54000,1,228
54100,1,33
54200,1,612
54300,1,210
54400,1,189
54501,1,258
54502,1,201
54600,1,492
54700,1,207
54801,1,102
54802,1,285
54900,1,69
55000,1,51
55100,1,39
55200,1,105
55300,1,72
55400,1,75
55500,1,60
55600,1,93
55700,1,57
55801,1,84
55802,1,60
55900,1,165
56001,1,48
56002,1,51
56100,1,99
56200,1,27
56300,1,114
56400,1,282
56500,1,75
56600,1,57
56700,1,30
56800,1,15
56900,1,45
57000,1,189
57100,1,177
57201,1,210
57202,1,6
57300,1,15
57400,1,60
57500,1,132
57600,1,78
57700,1,180
57800,1,84
57900,1,18
58000,1,24
58100,1,126
58200,1,102
58300,1,57
58400,1,72
58500,1,105
58600,1,81
58700,1,114
58800,1,135
58901,1,63
58902,1,3
59000,1,12
59100,1,24
59200,1,0
59301,1,165
59302,1,6
59400,1,63
59500,1,33
59600,1,159
59700,1,195
59800,1,66
59900,1,0
60000,1,21
60100,1,63
60200,1,54
60300,1,84
60400,1,42
60500,1,45
60600,1,117
60700,1,144
60800,1,96
60900,1,81
61000,1,144
61100,1,0
61200,1,66
61300,1,15
61400,1,0
61501,1,0
61502,1,66
61600,1,33
61700,1,111
61801,1,108
61802,1,69
61803,1,177
61804,1,63
61805,1,189
61806,1,114
61807,1,252
61808,1,120
61901,1,159
61902,1,87
61904,1,87
61905,1,72
62001,1,0
62002,1,141
62102,1,81
62105,1,69
62106,1,9
62107,1,114
62108,1,111
62109,1,132
62110,1,138
62202,1,129
62203,1,75
62204,1,60
62205,1,135
62206,1,72
62301,1,36
62303,1,48
62304,1,0
62401,1,39
62402,1,210
62501,1,48
62502,1,69
62503,1,12
62504,1,96
62505,1,54
62506,1,117
62507,1,27
62600,1,150
62702,1,18
62703,1,183
62704,1,0
62705,1,9
62800,1,144
62900,1,228
63000,1,276
63100,1,168
63200,1,168
63300,1,0
63400,1,228
63500,1,159
63600,1,102
63701,1,57
63703,1,72
63704,1,108
63705,1,108
63801,1,96
63803,1,93
63804,1,150
63805,1,54
63900,1,180
64000,1,57
64100,1,15
64200,1,45
64300,1,150
64401,1,54
64402,1,6
64501,1,39
64503,1,18
64504,1,9
64600,1,144
64700,1,168
64800,1,45
64900,1,18
65000,1,21
65101,1,0
65102,1,6
65200,1,132
65300,1,45
65400,1,57
65500,1,48
65600,1,162
65700,1,39
65800,1,45
65900,1,9
66000,1,6
66100,1,48
66200,1,27
66300,1,90
66400,1,36
66500,1,48
66600,1,60
66700,1,15
66800,1,48
66900,1,30
67000,1,0
67100,1,0
67200,1,0
67300,1,39
67400,1,78
67500,1,27
67600,1,54
67700,1,15
67800,1,120
67900,1,63
68000,1,0
68100,1,3
68200,1,75
68300,1,27
68400,1,120
68500,1,81
68600,1,96
68700,1,102
68801,1,216
68802,1,150
68900,1,123
69000,1,123
69100,1,153
69201,1,105
69202,1,18
69300,1,216
69402,1,6
69403,1,27
69404,1,18
69500,1,150
69603,1,126
69604,1,0
69606,1,15
69607,1,69
69608,1,36
69609,1,99
69700,1,99
69800,1,24
69900,1,162
70001,1,33
70002,1,69
70003,1,66
70100,1,81
70201,1,15
70202,1,0
70203,1,183
70205,1,45
70206,1,42
70207,1,57
70208,1,72
70209,1,72
70300,1,222
70400,1,102
70501,1,36
70502,1,33
70503,1,15
70504,1,45
70505,1,6
70506,1,54
70600,1,0
70700,1,114
70801,1,87
70802,1,45
70903,1,36
70904,1,138
70905,1,15
70906,1,39
70907,1,9
71001,1,0
71002,1,66
71003,1,78
71004,1,57
71005,1,72
71006,1,21
71007,1,0
71100,1,165
71200,1,93
71301,1,243
71302,1,6
71400,1,126
71500,1,105
71600,1,123
71701,1,3
71702,1,204
71800,1,180
71901,1,9
71902,1,69
72000,1,201
72101,1,15
72102,1,84
72200,1,123
72300,1,96
72401,1,21
72402,1,12
72403,1,60
72404,1,0
72501,1,0
72502,1,33
72601,1,144
72603,1,6
72604,1,45
72605,1,57
72606,1,60
72607,1,51
72702,1,96
72703,1,63
72704,1,108
72705,1,21
72706,1,6
72801,1,0
72802,1,75
72900,1,24
73001,1,45
73002,1,93
73003,1,42
73004,1,66
73005,1,42
73006,1,0
73101,1,27
73102,1,54
73103,1,72
73104,1,9
73105,1,15
73200,1,30
73301,1,0
73302,1,45
73400,1,60
73501,1,162
73503,1,156
73504,1,96
73505,1,177
73601,1,165
73602,1,156
73701,1,51
73703,1,66
73704,1,63
73705,1,42
73706,1,69
73802,1,24
73803,1,0
73805,1,33
73806,1,192
73900,1,207
74001,1,48
74002,1,0
74004,1,0
74005,1,69
74101,1,48
74102,1,210
74203,1,87
74204,1,81
74205,1,60
74206,1,42
74207,1,81
74208,1,66
74209,1,60
74210,1,57
74211,1,51
74304,1,123
74305,1,81
74306,1,75
74307,1,30
74308,1,69
74309,1,57
74310,1,45
74311,1,9
74312,1,27
74400,1,0
74501,1,0
74502,1,0
74601,1,138
74602,1,6
74701,1,0
74702,1,42
74703,1,90
74704,1,57
74801,1,66
74802,1,24
74803,1,69
74900,1,162
75001,1,117
75002,1,21
75100,1,48
75200,1,129
75300,1,231
75401,1,51
75402,1,48
75403,1,51
75404,1,45
75500,1,63
75601,1,90
75602,1,24
75700,1,15
75800,1,6
75900,1,27
76000,1,9
76100,1,3
76200,1,42
76300,1,114
76400,1,126
76500,1,45
76600,1,0
76701,1,9
76703,1,0
76704,1,0
76800,1,0
76901,1,0
76902,1,24
77000,1,126
77100,1,84
77200,1,69
77300,1,18
77400,1,21
77500,1,42
77600,1,78
77700,1,45
77800,1,144
77901,1,0
77902,1,192
78001,1,51
78002,1,3
78100,1,60
78200,1,18
78302,1,6
78303,1,0
78304,1,30
78305,1,36
78401,1,135
78402,1,108
78403,1,102
78501,1,51
78502,1,66
78503,1,30
78504,1,42
78601,1,114
78602,1,0
78700,1,54
78800,1,123
78900,1,78
79002,1,93
79003,1,9
79006,1,48
79007,1,6
79009,1,45
79011,1,0
79012,1,0
79013,1,0
79014,1,0
79015,1,0
79016,1,15
79017,1,9
79101,1,9
79102,1,36
79201,1,39
79202,1,30
79203,1,15
79301,1,51
79302,1,87
79303,1,12
79304,1,39
79305,1,57
79402,1,189
79403,1,30
79404,1,57
79405,1,30
79406,1,72
79407,1,81
79500,1,30
79601,1,12
79603,1,138
79605,1,126
79606,1,165
79701,1,0
79703,1,144
79704,1,129
79802,1,27
79803,1,192
79805,1,51
79806,1,69
79807,1,9
79808,1,0
79809,1,0
79810,1,0
79811,1,0
79812,1,0
79813,1,30
79814,1,9
79815,1,15
79816,1,3
79901,1,6
79903,1,12
79904,1,12
80000,1,75
80100,1,36
80200,1,141
80301,1,36
80302,1,30
80400,1,141
80500,1,153
80600,1,84
80700,1,75
80800,1,108
80900,1,183
81000,1,144
81100,1,147
81200,1,57
81300,1,90
81401,1,54
81402,1,42
81403,1,15
81404,1,21
81405,1,21
81406,1,24
81407,1,33
81408,1,39
81501,1,21
81502,1,24
81503,1,6
81504,1,6
81505,1,0
81506,1,21
81507,1,15
81508,1,18
81509,1,30
81510,1,3
81511,1,18
81512,1,15
81513,1,0
81514,1,15
81600,1,0
81700,1,0
81801,1,27
81805,1,0
81806,1,12
81807,1,0
81809,1,6
81810,1,0
81811,1,0
81900,1,147
82001,1,108
82002,1,81
82100,1,126
82200,1,105
82300,1,69
82400,1,129
82500,1,81
82601,1,81
82602,1,24
82701,1,54
82703,1,159
82704,1,102
82801,1,12
82803,1,42
82804,1,54
82900,1,24
83001,1,186
83002,1,117
83100,1,63
83200,1,141
83300,1,141
83400,1,57
83500,1,135
83600,1,123
83701,1,39
83702,1,45
83801,1,27
83802,1,30
83803,1,54
83901,1,219
83903,1,240
83904,1,171
84000,1,96
84100,1,135
84200,1,150
84300,1,69
84400,1,195
84500,1,258
84600,1,102
84700,1,69
84800,1,51
84900,1,126
85000,1,114
85100,1,96
85200,1,90
85300,1,117
85400,1,117
85501,1,51
85502,1,111
85503,1,33
85600,1,117
85700,1,126
85800,1,168
85900,1,72
86000,1,120
86102,1,24
86103,1,90
86104,1,120
86105,1,210
86200,1,189
86300,1,48
86400,1,207
86500,1,162
86600,1,249
86700,1,111
86800,1,165
86900,1,141
87000,1,111
87100,1,78
87200,1,63
87300,1,216
87400,1,219
87500,1,111
87600,1,120
87700,1,120
87800,1,105
87900,1,78
88000,1,123
88100,1,159
88200,1,93
88301,1,174
88302,1,153
88400,1,147
88501,1,30
88502,1,75
88600,1,114
88700,1,75
88801,1,105
88802,1,153
88900,1,129
89000,1,108
89100,1,141
89201,1,105
89202,1,39
89203,1,63
89300,1,210
89400,1,93
89500,1,102
89601,1,30
89602,1,81
89700,1,201
89800,1,105
89900,1,90
90000,1,96
90100,1,78
90200,1,129
90300,1,108
90400,1,114
90500,1,120
90600,1,99
90700,1,108
90800,1,105
90900,1,150
91000,1,57
91100,1,111
91200,1,204
91300,1,132
91400,1,141
91500,1,81
91600,1,141
91700,1,138
91800,1,132
91900,1,111
92000,1,147
92100,1,126
92200,1,114
92300,1,117
92400,1,75
92500,1,75
92600,1,81
92700,1,78
92800,1,84
92900,1,108
93000,1,123
93100,1,105
93200,1,81
93300,1,48
93400,1,78
93500,1,60
93600,1,102
93700,1,219
93800,1,99
93900,1,123
94000,1,153
94100,1,78
94200,1,96
94300,1,114
94400,1,87
94500,1,198
94600,1,168
94700,1,114
94800,1,72
94900,1,57
95000,1,75
95100,1,138
95200,1,126
95301,1,75
95302,1,84
95401,1,24
95402,1,18
95403,1,114
95500,1,126
95601,1,63
95602,1,0
95700,1,45
95800,1,93
95900,1,174
96000,1,120
96100,1,141
96201,1,66
96202,1,0
96300,1,42
96400,1,105
96500,1,120
96600,1,135
96700,1,66
96800,1,63
96900,1,57
97000,1,210
97100,1,159
97200,1,75
97300,1,108
97400,1,168
97500,1,135
97600,1,33
97700,1,63
97800,1,213
97900,1,90
98000,1,36
98100,1,75
98200,1,78
98300,1,84
98400,1,96
98500,1,120
98600,1,87
98700,1,93
98800,1,30
98900,1,75
99000,1,123
99100,1,0
99200,1,0
99300,1,0
99400,1,0
99500,1,3
99600,1,42
99700,1,9
99800,1,0
99902,1,3
99903,1,3
99904,1,9
100000,1,18
100100,1,0
100200,1,0
100300,1,21
100400,1,0
100500,1,6
100600,1,6
100700,1,12
100800,1,3
100901,1,21
100902,1,42
101001,1,69
101002,1,18
101100,1,45
101200,1,99
101301,1,45
101302,1,93
101303,1,48
101304,1,99
101401,1,57
101402,1,18
101501,1,51
101502,1,12
101503,1,0
101601,1,21
101602,1,9
101700,1,3
101801,1,33
101802,1,63
101803,1,36
101900,1,129
102000,1,207
102100,1,141
102201,1,54
102203,1,0
102204,1,147
102205,1,81
102206,1,102
102300,1,198
102400,1,192
102500,1,63
102601,1,15
102602,1,48
102701,1,78
102702,1,195
102800,1,78
102901,1,60
102902,1,66
103000,1,102
103100,1,159
103200,1,54
103300,1,30
103400,1,96
103500,1,129
103600,1,126
103700,1,123
103800,1,111
103900,1,18
104000,1,51
104100,1,138
104200,1,45
104301,1,93
104302,1,45
104400,1,126
104500,1,156
104600,1,216
104700,1,45
104800,1,51
104900,1,123
105000,1,144
105100,1,147
105200,1,171
105300,1,51
105400,1,126
105500,1,81
105600,1,177
105700,1,81
105800,1,198
105900,1,102
106000,1,141
106100,1,129
106201,1,75
106202,1,99
106203,1,60
106300,1,75
106400,1,42
106500,1,156
106600,1,117
106700,1,144
106801,1,102
106802,1,123
106803,1,45
106901,1,27
106902,1,57
106903,1,69
107000,1,138
107100,1,117
107200,1,126
107300,1,138
107400,1,72
107500,1,210
107602,1,129
107603,1,156
107604,1,255
107700,1,87
107801,1,129
107802,1,183
107803,1,126
107901,1,78
107903,1,186
107904,1,186
107905,1,228
107906,1,147
107907,1,120
107908,1,63
107909,1,36
108000,1,276
108100,1,0
108200,1,111
108300,1,237
108401,1,24
108402,1,57
108403,1,48
108404,1,27
108500,1,114
108600,1,102
108700,1,87
108800,1,90
108900,1,267
109000,1,99
109101,1,3
109102,1,102
109103,1,48
109104,1,27
109200,1,51
109300,1,0
109401,1,0
109402,1,60
109403,1,6
109500,1,90
109600,1,120
109700,1,63
109800,1,138
109900,1,186
110001,1,120
110002,1,162
110003,1,102
110101,1,87
110102,1,147
110200,1,147
110300,1,162
110400,1,138
110501,1,99
110502,1,123
110601,1,114
110602,1,105
110603,1,33
110700,1,30
110801,1,54
110802,1,54
110900,1,198
111001,1,12
111002,1,60
111003,1,0
111004,1,36
111005,1,63
111006,1,66
111100,1,114
111200,1,171
111300,1,147
111400,1,192
111501,1,144
111502,1,195
111600,1,72
111700,1,234
111800,1,105
111900,1,15
112000,1,165
112100,1,147
112201,1,231
112202,1,114
112300,1,105
112400,1,63
112500,1,69
112600,1,141
112700,1,63
112800,1,96
112900,1,51
113000,1,36
113100,1,39
113201,1,81
113202,1,159
113300,1,246
113400,1,177
113500,1,111
113600,1,99
113700,1,99
113800,1,147
113900,1,6
114000,1,126
114101,1,192
114102,1,33
114201,1,3
114202,1,162
114301,1,153
114302,1,174
114400,1,90
114500,1,132
114600,1,165
114700,1,129
114800,1,66
114900,1,78
115000,1,180
115100,1,84
115200,1,87
115300,1,42
115400,1,69
115500,1,42
115600,1,9
115700,1,33
115800,1,15
115900,1,162
116000,1,135
116100,1,81
116200,1,105
116300,1,0
116400,1,51
116500,1,165
116600,1,48
116700,1,60
116800,1,99
116900,1,150
117000,1,72
117100,1,138
117200,1,21
117301,1,24
117302,1,54
117303,1,120
117304,1,96
117400,1,78
117500,1,105
117600,1,75
117700,1,81
117800,1,81
117900,1,6
118000,1,84
118100,1,78
118200,1,63
118300,1,39
118400,1,39
118500,1,96
118600,1,84
118700,1,111
118800,1,42
118900,1,63
119000,1,42
119100,1,36
119200,1,57
119300,1,48
119400,1,156
119500,1,39
119600,1,57
119700,1,72
119800,1,84
119900,1,60
120000,1,21
120100,1,78
120200,1,81
120300,1,42
120400,1,18
120500,1,57
120600,1,51
120700,1,45
120800,1,87
120900,1,48
121000,1,66
121100,1,60
121200,1,93
121300,1,27
121400,1,39
121500,1,81
121600,1,48
121700,1,66
121800,1,93
121900,1,33
122000,1,75
122100,1,69
122200,1,105
122300,1,24
122400,1,90
122500,1,54
122600,1,51
122700,1,0
122800,1,0
122900,1,45
123000,1,69
123100,1,33
123200,1,84
123300,1,99
123400,1,21
123500,1,12
123600,1,51
123700,1,48
123801,1,9
123802,1,30
123901,1,75
123902,1,3
123903,1,9
123904,1,21
124000,1,27
124100,1,33
124200,1,51
124300,1,96
124400,1,66
124500,1,75
124600,1,87
124700,1,93
124800,1,39
124900,1,99
125000,1,33
125100,1,63
125200,1,36
125300,1,90
125400,1,114
125500,1,21
125600,1,126
125700,1,102
125800,1,39
125900,1,57
126000,1,69
126100,1,33
126200,1,15
126300,1,42
126400,1,48
126500,1,18
126600,1,30
126700,1,0
126800,1,66
126900,1,96
127000,1,78
127100,1,21
127200,1,99
127300,1,75
127400,1,39
127500,1,57
127600,1,39
127700,1,42
127800,1,42
127900,1,36
128000,1,27
128100,1,39
128200,1,42
128300,1,45
128400,1,54
128500,1,57
128600,1,75
128701,1,30
128702,1,78
128800,1,63
128900,1,48
129000,1,24
129100,1,51
129200,1,81
129300,1,261
129400,1,57
129500,1,57
129600,1,156
129700,1,54
129800,1,45
129900,1,69
130000,1,57
130100,1,63
130200,1,72
130300,1,117
130400,1,30
130500,1,48
130600,1,81
130700,1,57
130801,1,75
130802,1,48
130803,1,18
130901,1,210
130902,1,42
131000,1,0
131100,1,33
131200,1,99
131300,1,36
131400,1,126
131500,1,90
131600,1,45
131700,1,48
131801,1,93
131802,1,0
131803,1,27
131900,1,120
132000,1,54
132100,1,63
132201,1,57
132202,1,9
132300,1,6
132401,1,81
132402,1,9
132403,1,6
132501,1,30
132502,1,6
132600,1,81
132700,1,72
132801,1,33
132802,1,9
132803,1,12
132804,1,0
132805,1,18
132806,1,21
132807,1,42
132900,1,15
133000,1,105
133100,1,42
133200,1,105
133300,1,33
133411,1,12
133412,1,21
133413,1,27
133414,1,27
